Unit_Id,Is_Unit_Ambiguous,Is_Unit_State_Finalized,Trusted_Judgements,Last_Judgement_Date,Judgement_Remarks,Patient_Relation_Type,Percent_Patient_Relation_Type,Chemical_Id,Chemical_Name,Disease_Id,Disease_Name,Form_Sentence,Sentence_Id,Relation_Pair_Id,Patient_Relation_Type_Verification,Patient_Relation_Type_Verification_Reason
770955391,true,false,14,,,No Relation,0.9297,D000109,acetylcholine,D023921,coronary artery stenosis,"Coronary spasm was induced by intracoronary injection of acetylcholine, and no fixed coronary artery stenosis was documented on angiograms in all patients.",11078231_6,11078231_D000109_D023921,No Relation,No fixed coronary artery stenosis was observed in patients who were injected with acetylcholine.
770955392,true,false,10,,,Direct,0.6957,D014147,tramadol,D006212,hallucinations,Fifty-six days after initiation of the treatment the patient presented hallucinations that only stopped after the withdrawal of psycho-active drugs and tramadol.,8766220_3,8766220_D014147_D006212,Direct,The hallucinations only went away after psycho-active drugs and tramadol were taken away.
770955393,true,false,14,,,Direct,1,D000638,Amiodarone,D011014,pneumonitis,"Amiodarone is an effective antiarrhythmic agent whose utility is limited by many side-effects, the most problematic being pneumonitis.",1595783_1,1595783_D000638_D011014,Direct,Pneumonitis is a side effect of amiodarone.
770955394,true,false,14,,,No Relation,1,D017374,paroxetine,D059350,chronic pain,This drug was initiated in association with paroxetine and dosulepine hydrochloride in a tetraparetic patient with chronic pain.,8766220_2,8766220_D017374_D059350,No Relation,"A patient with chronic pain was given paroxetine, but the sentence does not say paroxetine caused the pain."
770955395,true,false,5,,,Direct,1,D002945,cisplatin,D058186,acute renal injury,The nephroprotective effect of coenzyme Q10 was investigated in mice with acute renal injury induced by a single i.p. injection of cisplatin (5 mg/kg).,20510337_1,20510337_D002945_D058186,Direct,Acute renal injury was induced by cisplatin injection.
770955396,true,false,14,,,Direct,1,D010878,piperacillin,D006311,Ototoxicity,Ototoxicity occurred in four (9.5%) of 42 netilmicin and piperacillin and in 12 (22%) of 54 tobramycin and piperacillin-treated patients.,3535719_4,3535719_D010878_D006311,Direct,Some of the patients receiving piperacillin developed ototoxicity.
770955397,true,false,12,,,No Relation,0.8426,D010665,PPA,D006973,hypertensive,These results suggest that PPA/caffeine can lead to cerebral hemorrhage in previously hypertensive animals when administered in greater than the allowed dosage.,6695415_6,6695415_D010665_D006973,No Relation,"The ""previously"" implies that the animals already had hypertension before they were given PPA."
770955398,true,false,13,,,No Relation,0.5225,D000666,amphotericin B,D007008,hypokalemia,Spironolactone: is it a novel drug for the prevention of amphotericin B-related hypokalemia in cancer patients?,11868798_0,11868798_D000666_D007008,Direct,
770955399,true,false,10,,'was assessed' could mean that they reached the conclution either way.,No Relation,0.7009,C034753,benzylacyclouridine/BAU,D007970,leukopenia,"Because of the clinical toxicities associated with chronic Urd administration, the ability of benzylacyclouridine (BAU) to effect, in vivo, AZT-induced anemia and leukopenia was assessed.",2257294_2,2257294_C034753_D007970,No Relation,"Leukopenia was caused by ""AZT""."
770955400,true,false,9,,,Direct,0.7841,D002083,BHA,D010212,squamous cell papilloma,"In groups given 2% BHA, although marked hyperplastic changes of the forestomach epithelium were observed in all animals, co-administration of 0.25% RA significantly (P less than 0.05) increased the incidence of forestomach tumors (squamous cell papilloma and carcinoma) to 60% (9/15, 2 rats with carcinoma) from 15% (3/20, one rat with carcinoma) in the group given RA-free water.",3131282_3,3131282_D002083_D010212,Direct,"Giving BHA together with RA caused squamous cell papillomas. Remember if a chemical only works in combination with other chemicals, then the correct choice is that the chemical can cause the disease."
770955401,true,false,11,,,No Relation,0.911,D013835,TPP,D014899,Wernicke's encephalopathy,We found that the above-mentioned patient and one of the diabetic kindreds with no history of Wernicke's encephalopathy had abnormal transketolase as determined by its Km for TPP.,3762968_3,3762968_D013835_D014899,No Relation,
770955402,true,false,10,,,No Relation,0.5825,D004110,diltiazem,D062787,overdose,It should be considered early in cases of cardiac arrest after diltiazem overdose.,12101159_8,12101159_D004110_D062787,Direct,You can overdose on the drug diltiazem.
770955403,true,false,14,,,Direct,1,D012110,Reserpine,D014202,tremor,"Reserpine also produced tremor and catalepsy, which are signs suggestive of Parkinson's disease.",11999899_4,11999899_D012110_D014202,Direct,
770955404,true,false,9,,,No Relation,0.785,C018370,PREGS,D000647,amnesia,The memory-enhancing effects of PREGS and its analogs were tested in the passive avoidance task using the model of scopolamine-induced amnesia.,11860495_7,11860495_C018370_D000647,No Relation,The amnesia was caused by scopolamine.
770955405,true,false,14,,,No Relation,1,D001590,benztropine,D010302,parkinsonism,In a 12-week controlled study ethopropazine was compared to benztropine in the treatment of parkinsonism induced by fluphenazine enanthate in 60 schizophrenic outpatients.,33969_1,33969_D001590_D010302,No Relation,Benztropine is being studied as a treatment for parkinsonism.
770955406,true,false,9,,,No Relation,0.8881,D015119,epsilon-aminocaproic acid,D012851,cerebral sinus thrombosis,"Although increased risk of thromboembolic disease has been reported during treatment with epsilon-aminocaproic acid, cerebral sinus thrombosis has not been previously described.",2339463_3,2339463_D015119_D012851,No Relation,"The sentence says no known cases of epsilon-aminocaproic acid causing cerebral sinus thrombosis existed before. Although we might want to say that this sentence is reporting the first case, the relation between epsilon-aminocaproic acid and cerebral sinus thrombosis is not explicit here."
770955407,true,false,12,,,No Relation,1,D010878,piperacillin sodium,D007239,infections,We prospectively compared the efficacy and safety of netilmicin sulfate or tobramycin sulfate in conjunction with piperacillin sodium in 118 immunocompromised patients with presumed severe infections.,3535719_1,3535719_D010878_D007239,No Relation,The text seems to say that piperacillin sodium was being tested as a treatment.
770955408,true,false,13,,,Direct,0.8612,D004317,ADR/adriamycin,D002318,cardiovascular toxicity,The use of adriamycin (ADR) in cancer chemotherapy has been limited due to its cumulative cardiovascular toxicity.,9952311_1,9952311_D004317_D002318,Direct,
770955409,true,false,10,,,Direct,0.6912,D013467,sulindac,D007681,renal papillary necrosis/RPN,"A 31-year-old man with rheumatoid arthritis, who had previously been treated with sulindac, fenoprofen calcium, high dose salicylates and gold salts, developed renal papillary necrosis (RPN) 4 months after institution of naproxen therapy.",6699841_1,6699841_D013467_D007681,No Relation,"The patient developed renal papillary necrosis only after starting naproxen therapy. The sentence says the man was ""previously treated with sulindac"", which implies that sulindac was not taken at the same time as naproxen."
770955410,true,false,4,,,Direct,0.7687,D010862,pilocarpine,D012640,seizures,"Steroids with the 3-hydroxy group in the alpha-position and 5-H in the alpha- or beta-configurations were highly effective in protecting against pilocarpine (416 mg/kg, s.c.)-induced limbic motor seizures and status epilepticus (ED50 values, 7.0-18.7 mg/kg, i.p.).",9121607_2,9121607_D010862_D012640,Direct,
770955411,true,false,16,,,No Relation,0.9386,D000082,paracetamol,D006525,viral hepatitis,"Acid protease (cathepsin D) activity was increased about tenfold in patients who died and nearly fourfold in those who survived fulminant hepatic failure after paracetamol overdose, whereas activities were increased equally in patients with fulminant hepatic failure due to viral hepatitis whether or not they survived.",7007443_2,7007443_D000082_D006525,No Relation,Paracetamol overdose causes fulminant hepatic (liver) failure. The text does not say what caused the viral hepatitis.
770955412,true,false,9,,,No Relation,0.5319,D016202,NMDA/N-methyl-D-aspartate,D012559,schizophrenia,The glutamatergic N-methyl-D-aspartate (NMDA) receptor has been implicated in the pathophysiology of schizophrenia.,20727411_1,20727411_D016202_D012559,No Relation,"The NMDA receptor is involved in schizophrenia, not the chemical NMDA."
770955413,true,false,14,,,No Relation,0.935,D010396,D-penicillamine,D008105,primary biliary cirrhosis,A case of polymyositis in a patient with primary biliary cirrhosis treated with D-penicillamine.,8268147_0,8268147_D010396_D008105,No Relation,D-penicillamine seems to have been used to treat primary biliary cirrhosis.
770955414,true,false,23,,,Direct,0.8279,D011692,puromycin aminonucleoside/PAN,D058186,Acute experimental models of renal damage,"Acute experimental models of renal damage to the proximal tubular, glomerular, and papillary regions of the rat were produced by administration of hexachloro-1:3-butadiene (HCBD), puromycin aminonucleoside (PAN), and 2-bromoethylamine (BEA), respectively.",3653576_1,3653576_D011692_D058186,Direct,Three chemicals all produced acute experimental models of renal damage.
770955415,true,false,18,,,Direct,0.9467,D013619,Tacrine,D012640,seizures,"Tacrine, administered in LiCl pre-treated rats, induces electrocorticographic seizures and delayed hippocampal damage.",19944736_3,19944736_D013619_D012640,Direct,
770955416,true,false,4,,,No Relation,0.768,D020123,sirolimus,D011565,psoriasis,"Activated peripheral blood T cells from patients with psoriasis tended to exhibit greater spontaneous or dexamethasone-induced apoptosis than did normal T cells, particularly in the presence of sirolimus.",10328196_4,10328196_D020123_D011565,No Relation,"Sirolimus made T cells undergo apoptosis (cell death) faster, but sirolimus is not stated to have caused psoriasis."
770955417,true,false,12,,,No Relation,1,C107135,everolimus,D009190,MDS/myelodysplastic syndrome,"We report on a combination of everolimus and tacrolimus in 24 patients (median age, 62 years) with either myelodysplastic syndrome (MDS; n = 17) or acute myeloid leukemia (AML; n = 7) undergoing intensive conditioning followed by HSCT from related (n = 4) or unrelated (n = 20) donors.",19135948_3,19135948_C107135_D009190,No Relation,"Everolimus was used in patients with myelodysplastic syndrome, but the text does not say everolimus caused MDS."
770955418,true,false,3,,,Direct,1,D013390,succinylcholine,D063806,myalgia,"In conclusion, there is no evidence for an inflammatory origin of succinylcholine-associated myalgia.",12760988_9,12760988_D013390_D063806,Direct,"The sentence says that there is no evidence for an ""inflammatory origin"" of myalgia caused by succinylcholine. This does not mean that succinylcholine cannot cause myalgia."
770955419,true,false,7,,,No Relation,0.7214,D000809,angiotensin,D009404,NS/nephrotic syndrome,Plasma concentration and urine excretion of the renin-angiotensin system proteins are altered in rats with nephrotic syndrome (NS).,9154656_1,9154656_D000809_D009404,No Relation,The renin-angiotensin system protein levels were different in rats with nephrotic syndrome.
770955420,true,false,8,,,No Relation,1,C024224,naloxazone,D007035,hypothermia,"Pretreatment with naloxazone significantly blocked morphine analgesia, catalepsy and hypothermia at a dose which completely eliminated high-affinity binding in brain membranes.",6308526_2,6308526_C024224_D007035,No Relation,Naloxazone made hypothermia better.
770955421,true,false,9,,,No Relation,0.7725,C005618,benzoylecgonine,D003693,EDDs,EDDs had concentrations of cocaine and benzoylecgonine in autopsy blood that were similar to those for controls.,8988571_5,8988571_C005618_D003693,No Relation,
770955422,true,false,7,,,No Relation,1,D008625,Tiopronin,D001172,RA,Compared to healthy controls a lower DR5 frequency was observed in patients with RA except for the Tiopronin related nephritis group.,3084782_3,3084782_D008625_D001172,No Relation,
770955423,true,false,15,,,No Relation,0.804,D008094,lithium,D014262,tricuspid regurgitation,"A newborn with massive tricuspid regurgitation, atrial flutter, congestive heart failure, and a high serum lithium level is described.",6794356_1,6794356_D008094_D014262,No Relation,"Although the newborn had both tricuspid regurgitation and high blood lithium levels, the sentence does not say that the lithium is what caused the tricuspid regurgitation."
770955424,true,false,12,,,Direct,1,C020976,azelastine,D013651,altered taste perception,Drowsiness and altered taste perception were increased significantly over placebo only in the high-dose azelastine group.,3057041_13,3057041_C020976_D013651,Direct,Azelastine caused drowsiness and altered taste perception whereas the placebo (no chemical given) did not.
770955425,true,false,10,,,Direct,0.8018,D011433,propranolol,D011928,Raynaud's phenomenon,"Other adverse reactions significantly linked with active drugs include impaired glucose tolerance in men and women and gout in men, associated with bendrofluazide treatment, and Raynaud's phenomenon and dyspnoea in men and women taking propranolol.",6115999_5,6115999_D011433_D011928,Direct,Raynaud's phenomenon is given as an example of an adverse reaction linked with drugs (in this case propranolol).
770955426,true,false,14,,,Direct,0.722,D004837,adrenaline,D001919,bradycardia,"Intravenous pretreatment of the rats with diazepam, although causing no change in the adrenaline-induced pressor effect, did enhance the adrenaline-induced reflex bradycardia.",2894433_4,2894433_D004837_D001919,Direct,
770955427,true,false,11,,,No Relation,0.5457,D000431,alcohol,D000437,alcohol abuse,The patient had a history of alcohol abuse; alcohol intake as well as withdrawal can also cause seizures.,11573852_6,11573852_D000431_D000437,No Relation,Alcohol is mentioned as something that might cause seizures. The sentence does not say that alcohol causes alcohol abuse!
770955428,true,false,16,,,Direct,0.9383,C047426,venlafaxine,D020230,Serotonin syndrome,Serotonin syndrome from venlafaxine-tranylcypromine interaction.,8888541_0,8888541_C047426_D020230,Direct,
770955429,true,false,16,,,No Relation,1,D013438,thiol,D008175,lung cancer,The protective effect of oral administration of the thiol compound sodium 2-mercaptoethane sulphonate (MESNA) against urothelial toxicity induced by ifosfamide (IF) was tested in a group of 45 patients with inoperable lung cancer under treatment with IF (2250 mg/m2 on days 2-5) as part of a polychemotherapy regimen repeated in a 4-week cycle.,6402369_1,6402369_D013438_D008175,No Relation,"The subject of the sentence is sodium 2-mercaptoethane sulphonate, not thiol."
770955430,true,false,14,,,No Relation,0.6576,D006493,heparin,D013923,thromboembolism,"MEASUREMENTS: Platelet counts, onset of objectively determined thromboembolism, results of heparin-induced platelet factor 4 antibody tests, and outcomes.",11827497_7,11827497_D006493_D013923,No Relation,The sentence lists some things that were measured.
770955431,true,false,10,,,No Relation,0.8034,D007980,L-dihydroxyphenylalanine,D020258,neurotoxicity,Here we show that the recently reported ability of L-dihydroxyphenylalanine to reverse the protective effect of alpha-methyl-para-tyrosine on METH-induced DA neurotoxicity is also confounded by drug effects on body temperature.,20533999_3,20533999_D007980_D020258,No Relation,"Neurotoxicity was induced by ""METH""."
770955432,true,false,13,,,Direct,1,D017963,azithromycin,D006606,hiccups,Possible azithromycin-associated hiccups.,15985056_0,15985056_D017963_D006606,Direct,"The sentence suggests that azithromycin likely causes hiccups through the use of ""possible""."
770955433,true,false,12,,,No Relation,0.8347,D015632,MPTP,D010300,Parkinson's disease,"Compound 1 is a potent A(2A)/A(1) receptor antagonist in vitro (A(2A) K(i) = 4.1 nM; A(1) K(i) = 17.0 nM) that has excellent activity, after oral administration, across a number of animal models of Parkinson's disease including mouse and rat models of haloperidol-induced catalepsy, mouse model of reserpine-induced akinesia, rat 6-hydroxydopamine (6-OHDA) lesion model of drug-induced rotation, and MPTP-treated non-human primate model.",20973483_3,20973483_D015632_D010300,No Relation,
770955434,true,false,17,,,No Relation,0.7156,D016642,bupropion,D012892,sleep deprivation,This case report describes a generalized seizure associated with sustained-release bupropion use and sleep deprivation.,12745515_1,12745515_D016642_D012892,No Relation,"The sentence says bupropion causes seizure and sleep deprivation causes seizure, but does not say bupropion causes sleep deprivation."
770955435,true,false,7,,,Direct,0.8519,D011034,epipodophyllotoxin,D066126,cardiac toxicity,"PURPOSE: The anthracyclines daunorubicin and doxorubicin and the epipodophyllotoxin etoposide are potent DNA cleavage-enhancing drugs that are widely used in clinical oncology; however, myelosuppression and cardiac toxicity limit their use.",15897593_1,15897593_D011034_D066126,No Relation,"The chemical ""etoposide"" is a kind of ""epipodophyllotoxin"". The sentence says that etoposide causes cardiac toxicity, but the sentence does not say all epipodophyllotoxins cause cardiac toxicity!"
770955436,true,false,9,,,Direct,1,D002110,caffeine,D001145,ventricular arrhythmias,"Although intravenous caffeine is generally well tolerated, the clinician should be aware of the potential for unpredictable and serious ventricular arrhythmias.",18997632_4,18997632_D002110_D001145,Direct,Serious ventricular arrhythmias can result from taking caffeine.
770955437,true,false,10,,,Direct,0.8918,D008790,metoprolol,D006327,heart block,A seventy-eight-year-old woman presented with complete heart block and refractory hypotension two days after a therapeutic dose of sustained-release verapamil with concomitant use of metoprolol.,7785794_1,7785794_D008790_D006327,Direct,The woman developed a heart block after taking two chemicals together (verapamil and metoprolol).
770955438,true,false,9,,,Direct,1,D004317,doxorubicin,D006333,cardiac failure,One of the patients developed cardiac failure after 30 mg m-2 MMC and only 150 mg m-2 doxorubicin.,3137399_7,3137399_D004317_D006333,Direct,
770955439,true,false,10,,,No Relation,0.902,D018818,fenoldopam,D009369,tumor,"Arteritis induced in rats by vasodilators, fenoldopam and theophylline, was examined immunohistochemically for expressions of inducible type of nitric oxide synthase (iNOS), basic fibroblast growth factor (bFGF) and tumor growth factor-beta1 (TGF-beta1).",12180796_1,12180796_D018818_D009369,No Relation,"Some rats which had been given fenoldopam were examined for a kind of protein (""tumor growth factor-beta1""). Here the word ""tumor"" is not being used to refer to the disease, but is rather part of the name of a protein (""tumor growth factor-beta1"")."
770955440,true,false,12,,,Direct,0.5113,D005047,etoposide,D066126,cardiac toxicity,"PURPOSE: The anthracyclines daunorubicin and doxorubicin and the epipodophyllotoxin etoposide are potent DNA cleavage-enhancing drugs that are widely used in clinical oncology; however, myelosuppression and cardiac toxicity limit their use.",15897593_1,15897593_D005047_D066126,Direct,
770955441,true,false,13,,,Direct,0.9282,D008874,midazolam,D006606,hiccups,"Corticosteroids (dexamethasone and methylprednisolone), benzodiazepines (midazolam) and general anaesthesia have been the specific agents mentioned most frequently in the literature as being associated with the development of hiccups.",15985056_7,15985056_D008874_D006606,Direct,"""Benzodiazepines"" are a category of chemicals. Midazolam is mentioned as a specific example of a ""benzodiazepine"" that is known to cause hiccups."
770955442,true,false,9,,,Direct,1,D008775,methylprednisolone,D006323,asystole,"We report a case of hypotension, bradycardia, and asystole after intravenous administration of high-dose methylprednisolone in a 73-year-old patient who underwent electrocardiographic (ECG) monitoring throughout the episode.",10074612_1,10074612_D008775_D006323,Direct,Methylprednisolone caused three different diseases in this patient.
770955443,true,false,11,,,No Relation,0.8172,D005045,etomidate,D009207,myoclonus,Remifentanil pretreatment reduces myoclonus after etomidate.,16563323_0,16563323_D005045_D009207,Direct,Remifentanil makes myoclonus caused by etomidate better.
770955444,true,false,13,,,Direct,1,C045645,CLZ,D006261,headache,"Seven out of 12 subjects experienced headache of a short duration accompanying facial flush in one and nausea in one, especially after ingestion of CLZ.",7596955_6,7596955_C045645_D006261,Direct,Eating CLZ caused headaches in 7 of 12 patients.
770955445,true,false,8,,,Direct,1,C037663,ropivacaine,D012640,seizures,The cumulative doses of levobupivacaine and ropivacaine that produced seizures were similar and were larger than those of bupivacaine.,11524350_9,11524350_C037663_D012640,Direct,
770955446,true,false,13,,,No Relation,1,D013739,testosterone,D006966,hyperprolactinemia,Serum testosterone concentration increased with pubertal status but was not affected by hyperprolactinemia.,20331935_7,20331935_D013739_D006966,No Relation,
770955447,true,false,15,,,No Relation,0.9384,D002794,choline,D000544,AD/Alzheimer's disease,"The choline acetyltransferase (ChAT) activator, which enhances cholinergic transmission via an augmentation of the enzymatic production of acetylcholine (ACh), is an important factor in the treatment of Alzheimer's disease (AD).",16428827_1,16428827_D002794_D000544,No Relation,"The ""choline acetyltransferase activator"" (a protein) and not ""choline"" itself is important to treating Alzheimer's disease."
770955448,true,false,2,,,Direct,1,D004967,oestrogen,D005705,gallbladder disease,"Long-term oestrogen-only HT significantly increased the risk of venous thrombo-embolism, stroke and gallbladder disease (after one to two years, three years and seven years' use respectively), but did not significantly increase the risk of breast cancer.",19370593_11,19370593_D004967_D005705,Direct,Oestrogen increased the risk of gallbladder disease.
770955449,true,false,6,,,Direct,0.8284,D002738,chloroquine,D015354,deterioration of vision,"A 27-year old African woman with history of regular chloroquine ingestion presented with progressive deterioration of vision, easy fatiguability, dyspnoea, dizziness progressing to syncopal attacks.",1628552_1,1628552_D002738_D015354,Direct,
770955450,true,false,12,,,No Relation,1,D013629,tamoxifen,D001943,breast cancer,"INTERPRETATION: Although this preliminary analysis has low power, in this cohort of women at low-to-normal risk of breast cancer, the postulated protective effects of tamoxifen are not yet apparent.",9672273_15,9672273_D013629_D001943,No Relation,Tamoxifen's protective (beneficial) effects on breast cancer are not yet clear according to this sentence.
770955451,true,false,21,,,No Relation,1,D011188,potassium,D007008,hypokalemia,In conclusion we found that thiazide diuretics cause hypokalemia and depletion of body potassium.,6942642_11,6942642_D011188_D007008,No Relation,"Hypokalemia is caused by ""thiazide diuretics""."
770955452,false,false,1,,,Direct,1,D010830,eserine,D015878,mydriasis,"The effect of calcium chloride injected into the cerebral ventricles of group-housed unanaesthetized cats upon vocalization (rage, hissing and snarling), fighting (attack with paws and claws, defense with paws and claws and biting), mydriasis, tremor and clonic-tonic convulsions produced by carbachol and eserine injected similarly was investigated.",6892185_1,6892185_D010830_D015878,No Relation,
770955453,true,false,13,,,No Relation,1,D012293,rifampin,D014376,tuberculosis,Light chain proteinuria and cellular mediated immunity in rifampin treated patients with tuberculosis.,804391_0,804391_D012293_D014376,No Relation,"Rifampin was given to patients with tuberculosis, but the sentence does not say rifampin caused their tuberculosis."
770955454,true,false,9,,,No Relation,1,D006024,glycopyrronium,D001919,bradycardias,"Use of glycopyrronium 5 micrograms kg-1 provided greater cardiovascular stability and, given 1 min before the edrophonium, was sufficient to minimize early, edrophonium-induced bradycardias.",2917114_4,2917114_D006024_D001919,No Relation,Glycopyrronium had a beneficial effect on bradycardias.
